"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Gujarat","Dahod","Nutri/Coarse Cereals","Kharif","1.25","1.37","1102.00"
"Gujarat","Dahod","Nutri/Coarse Cereals","Rabi","0.35","0.91","2604.00"
"Gujarat","Dahod","Nutri/Coarse Cereals","Summer","0.00","0.00","2882.00"
"Gujarat","Dahod","Nutri/Coarse Cereals","Total","1.60","2.28","1430.00"
"Gujarat","Dahod","Cereals","Kharif","1.63","2.08","1277.00"
"Gujarat","Dahod","Cereals","Rabi","0.90","2.16","2396.00"
"Gujarat","Dahod","Cereals","Summer","0.00","0.00","2882.00"
"Gujarat","Dahod","Cereals","Total","2.53","4.24","1676.00"
"Gujarat","Dahod","Tur","Kharif","0.03","0.02","625.00"
"Gujarat","Dahod","Tur","Total","0.03","0.02","625.00"
"Gujarat","Dahod","Gram","Rabi","0.48","0.68","1417.00"
"Gujarat","Dahod","Gram","Total","0.48","0.68","1417.00"
"Gujarat","Dahod","Urad","Kharif","0.01","0.00","570.00"
"Gujarat","Dahod","Urad","Total","0.01","0.00","570.00"
"Gujarat","Dahod","Moong","Summer","0.02","0.02","1201.00"
"Gujarat","Dahod","Moong","Total","0.02","0.02","1201.00"
"Gujarat","Dahod","Total Pulses","Total","0.54","0.73","1350.00"
"Gujarat","Dahod","Total Food Grains","Kharif","1.67","2.10","1261.00"
"Gujarat","Dahod","Total Food Grains","Rabi","1.38","2.84","2055.00"
"Gujarat","Dahod","Total Food Grains","Summer","0.02","0.02","1232.00"
"Gujarat","Dahod","Total Food Grains","Total","3.07","4.96","1619.00"
"Gujarat","Dangs","Rice","Kharif","0.31","0.44","1437.00"
"Gujarat","Dangs","Rice","Summer","0.00","0.00","2738.00"
"Gujarat","Dangs","Rice","Total","0.31","0.45","1442.00"
"Gujarat","Dangs","Wheat","Rabi","0.00","0.00","917.00"
"Gujarat","Dangs","Wheat","Total","0.00","0.00","917.00"
"Gujarat","Dangs","Maize","Kharif","0.00","0.00","1474.00"
"Gujarat","Dangs","Maize","Rabi","0.00","0.00","2656.00"
"Gujarat","Dangs","Maize","Total","0.01","0.01","1876.00"
"Gujarat","Dangs","Jowar","Kharif","0.00","0.00","1366.00"
"Gujarat","Dangs","Jowar","Total","0.00","0.00","1366.00"
"Gujarat","Dangs","Ragi","Kharif","0.06","0.06","881.00"
"Gujarat","Dangs","Ragi","Total","0.06","0.06","881.00"
"Gujarat","Dangs","Shree Anna /Nutri Cereals","Kharif","0.06","0.06","886.00"
"Gujarat","Dangs","Shree Anna /Nutri Cereals","Total","0.06","0.06","886.00"
"Gujarat","Dangs","Nutri/Coarse Cereals","Kharif","0.07","0.06","915.00"
"Gujarat","Dangs","Nutri/Coarse Cereals","Rabi","0.00","0.00","2656.00"
"Gujarat","Dangs","Nutri/Coarse Cereals","Total","0.07","0.07","958.00"
"Gujarat","Dangs","Cereals","Kharif","0.38","0.51","1343.00"
"Gujarat","Dangs","Cereals","Rabi","0.00","0.01","1886.00"
"Gujarat","Dangs","Cereals","Summer","0.00","0.00","2738.00"
"Gujarat","Dangs","Cereals","Total","0.38","0.51","1351.00"
"Gujarat","Dangs","Tur","Kharif","0.02","0.01","366.00"
"Gujarat","Dangs","Tur","Total","0.02","0.01","366.00"
"Gujarat","Dangs","Gram","Rabi","0.13","0.13","946.00"
"Gujarat","Dangs","Gram","Total","0.13","0.13","946.00"
"Gujarat","Dangs","Urad","Kharif","0.07","0.06","897.00"
"Gujarat","Dangs","Urad","Summer","0.00","0.00","863.00"
"Gujarat","Dangs","Urad","Total","0.07","0.06","895.00"
"Gujarat","Dangs","Moong","Summer","0.00","0.01","1201.00"
"Gujarat","Dangs","Moong","Total","0.00","0.01","1201.00"
"Gujarat","Dangs","Other Pulses","Rabi","0.02","0.01","708.00"
"Gujarat","Dangs","Other Pulses","Total","0.02","0.01","708.00"
"Gujarat","Dangs","Total Pulses","Total","0.25","0.22","866.00"
"Gujarat","Dangs","Total Food Grains","Kharif","0.47","0.57","1231.00"
"Gujarat","Dangs","Total Food Grains","Rabi","0.16","0.15","936.00"
"Gujarat","Dangs","Total Food Grains","Summer","0.01","0.01","1250.00"
"Gujarat","Dangs","Total Food Grains","Total","0.63","0.73","1158.00"
"Gujarat","Devbhumi Dwarka","Wheat","Rabi","0.13","0.46","3643.00"
"Gujarat","Devbhumi Dwarka","Wheat","Total","0.13","0.46","3643.00"
"Gujarat","Devbhumi Dwarka","Bajra","Summer","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Bajra","Total","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Shree Anna /Nutri Cereals","Summer","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Shree Anna /Nutri Cereals","Total","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Nutri/Coarse Cereals","Summer","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Nutri/Coarse Cereals","Total","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Cereals","Rabi","0.13","0.46","3643.00"
"Gujarat","Devbhumi Dwarka","Cereals","Summer","0.01","0.02","2882.00"
"Gujarat","Devbhumi Dwarka","Cereals","Total","0.13","0.47","3612.00"
"Gujarat","Devbhumi Dwarka","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Devbhumi Dwarka","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Devbhumi Dwarka","Gram","Rabi","0.67","1.28","1906.00"
"Gujarat","Devbhumi Dwarka","Gram","Total","0.67","1.28","1906.00"
"Gujarat","Devbhumi Dwarka","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Devbhumi Dwarka","Urad","Summer","0.00","0.00","1557.00"
"Gujarat","Devbhumi Dwarka","Urad","Total","0.01","0.01","881.00"
"Gujarat","Devbhumi Dwarka","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Devbhumi Dwarka","Moong","Summer","0.04","0.05","1179.00"
"Gujarat","Devbhumi Dwarka","Moong","Total","0.04","0.05","1133.00"
"Gujarat","Devbhumi Dwarka","Total Pulses","Total","0.72","1.34","1850.00"
"Gujarat","Devbhumi Dwarka","Total Food Grains","Kharif","0.01","0.00","546.00"
"Gujarat","Devbhumi Dwarka","Total Food Grains","Rabi","0.80","1.74","2180.00"
"Gujarat","Devbhumi Dwarka","Total Food Grains","Summer","0.05","0.07","1388.00"
"Gujarat","Devbhumi Dwarka","Total Food Grains","Total","0.85","1.81","2121.00"
"Gujarat","Gandhinagar","Rice","Kharif","0.12","0.27","2244.00"
"Gujarat","Gandhinagar","Rice","Summer","0.00","0.00","2738.00"
"Gujarat","Gandhinagar","Rice","Total","0.12","0.28","2248.00"
"Gujarat","Gandhinagar","Wheat","Rabi","0.27","0.89","3256.00"
"Gujarat","Gandhinagar","Wheat","Total","0.27","0.89","3256.00"
"Gujarat","Gandhinagar","Maize","Rabi","0.00","0.00","2656.00"
"Gujarat","Gandhinagar","Maize","Total","0.00","0.00","2656.00"
"Gujarat","Gandhinagar","Bajra","Kharif","0.01","0.01","1366.00"
"Gujarat","Gandhinagar","Bajra","Summer","0.07","0.22","3134.00"
"Gujarat","Gandhinagar","Bajra","Total","0.08","0.23","2954.00"
"Gujarat","Gandhinagar","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","1366.00"
"Gujarat","Gandhinagar","Shree Anna /Nutri Cereals","Summer","0.07","0.22","3134.00"
"Gujarat","Gandhinagar","Shree Anna /Nutri Cereals","Total","0.08","0.23","2954.00"
"Gujarat","Gandhinagar","Nutri/Coarse Cereals","Kharif","0.01","0.01","1366.00"
"Gujarat","Gandhinagar","Nutri/Coarse Cereals","Rabi","0.00","0.00","2656.00"
"Gujarat","Gandhinagar","Nutri/Coarse Cereals","Summer","0.07","0.22","3134.00"
"Gujarat","Gandhinagar","Nutri/Coarse Cereals","Total","0.08","0.23","2953.00"
"Gujarat","Gandhinagar","Cereals","Kharif","0.13","0.28","2190.00"
"Gujarat","Gandhinagar","Cereals","Rabi","0.27","0.89","3256.00"
"Gujarat","Gandhinagar","Cereals","Summer","0.07","0.22","3130.00"
"Gujarat","Gandhinagar","Cereals","Total","0.47","1.40","2945.00"
"Gujarat","Gandhinagar","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Gandhinagar","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Gandhinagar","Gram","Rabi","0.01","0.02","1651.00"
"Gujarat","Gandhinagar","Gram","Total","0.01","0.02","1651.00"
"Gujarat","Gandhinagar","Urad","Kharif","0.01","0.00","570.00"
"Gujarat","Gandhinagar","Urad","Total","0.01","0.00","570.00"
"Gujarat","Gandhinagar","Moong","Kharif","0.00","0.00","440.00"
"Gujarat","Gandhinagar","Moong","Summer","0.00","0.00","1201.00"
"Gujarat","Gandhinagar","Moong","Total","0.00","0.00","461.00"
"Gujarat","Gandhinagar","Other Pulses","Kharif","0.01","0.00","684.00"
"Gujarat","Gandhinagar","Other Pulses","Total","0.01","0.00","684.00"
"Gujarat","Gandhinagar","Total Pulses","Total","0.03","0.02","993.00"
"Gujarat","Gandhinagar","Total Food Grains","Kharif","0.15","0.29","2018.00"
"Gujarat","Gandhinagar","Total Food Grains","Rabi","0.28","0.90","3201.00"
"Gujarat","Gandhinagar","Total Food Grains","Summer","0.07","0.22","3127.00"
"Gujarat","Gandhinagar","Total Food Grains","Total","0.50","1.42","2847.00"
"Gujarat","Gir Somnath","Rice","Kharif","0.00","0.00","2012.00"
"Gujarat","Gir Somnath","Rice","Total","0.00","0.00","2012.00"
"Gujarat","Gir Somnath","Wheat","Rabi","0.44","1.74","3921.00"
"Gujarat","Gir Somnath","Wheat","Total","0.44","1.74","3921.00"
"Gujarat","Gir Somnath","Jowar","Rabi","0.03","0.07","2545.00"
"Gujarat","Gir Somnath","Jowar","Total","0.03","0.07","2545.00"
"Gujarat","Gir Somnath","Bajra","Kharif","0.01","0.02","2838.00"
"Gujarat","Gir Somnath","Bajra","Summer","0.08","0.27","3256.00"
"Gujarat","Gir Somnath","Bajra","Total","0.09","0.29","3217.00"
"Gujarat","Gir Somnath","Small Millets","Kharif","0.00","0.00","782.00"
"Gujarat","Gir Somnath","Small Millets","Total","0.00","0.00","782.00"
"Gujarat","Gir Somnath","Shree Anna /Nutri Cereals","Kharif","0.01","0.03","2301.00"
"Gujarat","Gir Somnath","Shree Anna /Nutri Cereals","Rabi","0.03","0.07","2545.00"
"Gujarat","Gir Somnath","Shree Anna /Nutri Cereals","Summer","0.08","0.27","3256.00"
"Gujarat","Gir Somnath","Shree Anna /Nutri Cereals","Total","0.12","0.36","3006.00"
"Gujarat","Gir Somnath","Nutri/Coarse Cereals","Kharif","0.01","0.03","2301.00"
"Gujarat","Gir Somnath","Nutri/Coarse Cereals","Rabi","0.03","0.07","2545.00"
"Gujarat","Gir Somnath","Nutri/Coarse Cereals","Summer","0.08","0.27","3256.00"
"Gujarat","Gir Somnath","Nutri/Coarse Cereals","Total","0.12","0.36","3006.00"
"Gujarat","Gir Somnath","Cereals","Kharif","0.01","0.03","2299.00"
"Gujarat","Gir Somnath","Cereals","Rabi","0.47","1.81","3842.00"
"Gujarat","Gir Somnath","Cereals","Summer","0.08","0.27","3256.00"
"Gujarat","Gir Somnath","Cereals","Total","0.56","2.10","3725.00"
"Gujarat","Gir Somnath","Tur","Kharif","0.01","0.02","1687.00"
"Gujarat","Gir Somnath","Tur","Total","0.01","0.02","1687.00"
"Gujarat","Gir Somnath","Gram","Rabi","0.22","0.48","2180.00"
"Gujarat","Gir Somnath","Gram","Total","0.22","0.48","2180.00"
"Gujarat","Gir Somnath","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Gir Somnath","Urad","Summer","0.15","0.21","1400.00"
"Gujarat","Gir Somnath","Urad","Total","0.16","0.22","1375.00"
"Gujarat","Gir Somnath","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Gir Somnath","Moong","Summer","0.07","0.11","1524.00"
"Gujarat","Gir Somnath","Moong","Total","0.07","0.11","1511.00"
"Gujarat","Gir Somnath","Other Pulses","Rabi","0.00","0.00","1501.00"
"Gujarat","Gir Somnath","Other Pulses","Total","0.00","0.00","1501.00"
"Gujarat","Gir Somnath","Total Pulses","Total","0.46","0.82","1785.00"
"Gujarat","Gir Somnath","Total Food Grains","Kharif","0.03","0.05","1708.00"
"Gujarat","Gir Somnath","Total Food Grains","Rabi","0.69","2.29","3306.00"
"Gujarat","Gir Somnath","Total Food Grains","Summer","0.31","0.59","1924.00"
"Gujarat","Gir Somnath","Total Food Grains","Total","1.02","2.92","2852.00"
"Gujarat","Jamnagar","Wheat","Rabi","0.34","1.29","3795.00"
"Gujarat","Jamnagar","Wheat","Total","0.34","1.29","3795.00"
"Gujarat","Jamnagar","Bajra","Kharif","0.00","0.00","1844.00"
"Gujarat","Jamnagar","Bajra","Summer","0.01","0.03","2882.00"
"Gujarat","Jamnagar","Bajra","Total","0.01","0.03","2859.00"
"Gujarat","Jamnagar","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Jamnagar","Shree Anna /Nutri Cereals","Summer","0.01","0.03","2882.00"
"Gujarat","Jamnagar","Shree Anna /Nutri Cereals","Total","0.01","0.03","2859.00"
"Gujarat","Jamnagar","Nutri/Coarse Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Jamnagar","Nutri/Coarse Cereals","Summer","0.01","0.03","2882.00"
"Gujarat","Jamnagar","Nutri/Coarse Cereals","Total","0.01","0.03","2859.00"
"Gujarat","Jamnagar","Cereals","Kharif","0.00","0.00","1844.00"
"Gujarat","Jamnagar","Cereals","Rabi","0.34","1.29","3795.00"
"Gujarat","Jamnagar","Cereals","Summer","0.01","0.03","2882.00"
"Gujarat","Jamnagar","Cereals","Total","0.35","1.32","3767.00"
"Gujarat","Jamnagar","Tur","Kharif","0.04","0.06","1584.00"
"Gujarat","Jamnagar","Tur","Total","0.04","0.06","1584.00"
"Gujarat","Jamnagar","Gram","Rabi","0.79","1.65","2083.00"
"Gujarat","Jamnagar","Gram","Total","0.79","1.65","2083.00"
"Gujarat","Jamnagar","Urad","Kharif","0.02","0.01","731.00"
"Gujarat","Jamnagar","Urad","Summer","0.00","0.00","1068.00"
"Gujarat","Jamnagar","Urad","Total","0.02","0.02","777.00"
"Gujarat","Jamnagar","Moong","Kharif","0.01","0.00","468.00"
"Gujarat","Jamnagar","Moong","Summer","0.02","0.02","970.00"
"Gujarat","Jamnagar","Moong","Total","0.02","0.02","844.00"
"Gujarat","Jamnagar","Total Pulses","Total","0.87","1.74","1999.00"
"Gujarat","Jamnagar","Total Food Grains","Kharif","0.06","0.07","1223.00"
"Gujarat","Jamnagar","Total Food Grains","Rabi","1.13","2.94","2598.00"
"Gujarat","Jamnagar","Total Food Grains","Summer","0.03","0.05","1630.00"
"Gujarat","Jamnagar","Total Food Grains","Total","1.22","3.06","2508.00"
"Gujarat","Junagadh","Wheat","Rabi","1.00","3.74","3723.00"
"Gujarat","Junagadh","Wheat","Total","1.00","3.74","3723.00"
"Gujarat","Junagadh","Jowar","Kharif","0.00","0.00","1366.00"
"Gujarat","Junagadh","Jowar","Rabi","0.00","0.00","1773.00"
"Gujarat","Junagadh","Jowar","Total","0.00","0.00","1630.00"
"Gujarat","Junagadh","Bajra","Summer","0.03","0.07","2253.00"
"Gujarat","Junagadh","Bajra","Total","0.03","0.07","2253.00"
"Gujarat","Junagadh","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1366.00"
"Gujarat","Junagadh","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Junagadh","Shree Anna /Nutri Cereals","Summer","0.03","0.07","2253.00"
"Gujarat","Junagadh","Shree Anna /Nutri Cereals","Total","0.03","0.07","2220.00"
"Gujarat","Junagadh","Nutri/Coarse Cereals","Kharif","0.00","0.00","1366.00"
"Gujarat","Junagadh","Nutri/Coarse Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Junagadh","Nutri/Coarse Cereals","Summer","0.03","0.07","2253.00"
"Gujarat","Junagadh","Nutri/Coarse Cereals","Total","0.03","0.07","2220.00"
"Gujarat","Junagadh","Cereals","Kharif","0.00","0.00","1366.00"
"Gujarat","Junagadh","Cereals","Rabi","1.01","3.74","3721.00"
"Gujarat","Junagadh","Cereals","Summer","0.03","0.07","2253.00"
"Gujarat","Junagadh","Cereals","Total","1.04","3.81","3678.00"
"Gujarat","Junagadh","Tur","Kharif","0.14","0.24","1759.00"
"Gujarat","Junagadh","Tur","Total","0.14","0.24","1759.00"
"Gujarat","Junagadh","Gram","Rabi","0.89","1.63","1832.00"
"Gujarat","Junagadh","Gram","Total","0.89","1.63","1832.00"
"Gujarat","Junagadh","Urad","Kharif","0.01","0.02","1654.00"
"Gujarat","Junagadh","Urad","Summer","0.13","0.18","1433.00"
"Gujarat","Junagadh","Urad","Total","0.14","0.21","1455.00"
"Gujarat","Junagadh","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Junagadh","Moong","Summer","0.07","0.09","1283.00"
"Gujarat","Junagadh","Moong","Total","0.08","0.10","1250.00"
"Gujarat","Junagadh","Other Pulses","Kharif","0.00","0.00","1100.00"
"Gujarat","Junagadh","Other Pulses","Total","0.00","0.00","1100.00"
"Gujarat","Junagadh","Total Pulses","Total","1.25","2.18","1743.00"
"Gujarat","Junagadh","Total Food Grains","Kharif","0.16","0.27","1706.00"
"Gujarat","Junagadh","Total Food Grains","Rabi","1.90","5.37","2834.00"
"Gujarat","Junagadh","Total Food Grains","Summer","0.23","0.34","1490.00"
"Gujarat","Junagadh","Total Food Grains","Total","2.28","5.99","2620.00"
"Gujarat","Kachchh","Wheat","Rabi","0.35","1.00","2817.00"
"Gujarat","Kachchh","Wheat","Total","0.35","1.00","2817.00"
"Gujarat","Kachchh","Maize","Rabi","0.00","0.00","2656.00"
"Gujarat","Kachchh","Maize","Summer","0.00","0.00","2340.00"
"Gujarat","Kachchh","Maize","Total","0.00","0.01","2450.00"
"Gujarat","Kachchh","Bajra","Kharif","0.20","0.36","1756.00"
"Gujarat","Kachchh","Bajra","Summer","0.06","0.13","2207.00"
"Gujarat","Kachchh","Bajra","Total","0.26","0.48","1856.00"
"Gujarat","Kachchh","Shree Anna /Nutri Cereals","Kharif","0.20","0.36","1756.00"
"Gujarat","Kachchh","Shree Anna /Nutri Cereals","Summer","0.06","0.13","2207.00"
"Gujarat","Kachchh","Shree Anna /Nutri Cereals","Total","0.26","0.48","1856.00"
"Gujarat","Kachchh","Nutri/Coarse Cereals","Kharif","0.20","0.36","1756.00"
"Gujarat","Kachchh","Nutri/Coarse Cereals","Rabi","0.00","0.00","2656.00"
"Gujarat","Kachchh","Nutri/Coarse Cereals","Summer","0.06","0.13","2210.00"
"Gujarat","Kachchh","Nutri/Coarse Cereals","Total","0.26","0.49","1861.00"
"Gujarat","Kachchh","Cereals","Kharif","0.20","0.36","1756.00"
"Gujarat","Kachchh","Cereals","Rabi","0.35","1.00","2817.00"
"Gujarat","Kachchh","Cereals","Summer","0.06","0.13","2210.00"
"Gujarat","Kachchh","Cereals","Total","0.62","1.49","2409.00"
"Gujarat","Kachchh","Tur","Kharif","0.06","0.07","1162.00"
"Gujarat","Kachchh","Tur","Total","0.06","0.07","1162.00"
"Gujarat","Kachchh","Gram","Rabi","0.01","0.02","1841.00"
"Gujarat","Kachchh","Gram","Total","0.01","0.02","1841.00"
"Gujarat","Kachchh","Urad","Kharif","0.03","0.02","570.00"
"Gujarat","Kachchh","Urad","Total","0.03","0.02","570.00"
"Gujarat","Kachchh","Moong","Kharif","0.17","0.09","510.00"
"Gujarat","Kachchh","Moong","Summer","0.01","0.01","1201.00"
"Gujarat","Kachchh","Moong","Total","0.18","0.10","546.00"
"Gujarat","Kachchh","Other Pulses","Kharif","0.12","0.15","1174.00"
"Gujarat","Kachchh","Other Pulses","Rabi","0.01","0.02","1857.00"
"Gujarat","Kachchh","Other Pulses","Total","0.13","0.16","1228.00"
"Gujarat","Kachchh","Total Pulses","Total","0.42","0.37","884.00"
"Gujarat","Kachchh","Total Food Grains","Kharif","0.59","0.68","1142.00"
"Gujarat","Kachchh","Total Food Grains","Rabi","0.38","1.04","2762.00"
"Gujarat","Kachchh","Total Food Grains","Summer","0.07","0.14","2070.00"
"Gujarat","Kachchh","Total Food Grains","Total","1.04","1.86","1790.00"
"Gujarat","Kheda","Rice","Kharif","1.16","2.95","2548.00"
"Gujarat","Kheda","Rice","Summer","0.18","0.45","2520.00"
"Gujarat","Kheda","Rice","Total","1.33","3.40","2545.00"
"Gujarat","Kheda","Wheat","Rabi","0.53","1.46","2743.00"
"Gujarat","Kheda","Wheat","Total","0.53","1.46","2743.00"
"Gujarat","Kheda","Maize","Kharif","0.00","0.00","1474.00"
"Gujarat","Kheda","Maize","Rabi","0.00","0.00","2656.00"
"Gujarat","Kheda","Maize","Summer","0.00","0.00","2276.00"
"Gujarat","Kheda","Maize","Total","0.00","0.01","1832.00"
"Gujarat","Kheda","Jowar","Kharif","0.00","0.00","1366.00"
"Gujarat","Kheda","Jowar","Rabi","0.00","0.00","1773.00"
"Gujarat","Kheda","Jowar","Total","0.00","0.00","1544.00"
"Gujarat","Kheda","Bajra","Kharif","0.05","0.08","1542.00"
"Gujarat","Kheda","Bajra","Summer","0.26","0.77","2938.00"
"Gujarat","Kheda","Bajra","Total","0.32","0.85","2702.00"
"Gujarat","Kheda","Small Millets","Kharif","0.02","0.04","2412.00"
"Gujarat","Kheda","Small Millets","Total","0.02","0.04","2412.00"
"Gujarat","Kheda","Shree Anna /Nutri Cereals","Kharif","0.07","0.13","1758.00"
"Gujarat","Kheda","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1773.00"
"Gujarat","Kheda","Shree Anna /Nutri Cereals","Summer","0.26","0.77","2938.00"
"Gujarat","Kheda","Shree Anna /Nutri Cereals","Total","0.33","0.90","2685.00"
"Gujarat","Kheda","Nutri/Coarse Cereals","Kharif","0.07","0.13","1746.00"
"Gujarat","Kheda","Nutri/Coarse Cereals","Rabi","0.00","0.00","2562.00"
"Gujarat","Kheda","Nutri/Coarse Cereals","Summer","0.26","0.77","2937.00"
"Gujarat","Kheda","Nutri/Coarse Cereals","Total","0.34","0.91","2672.00"
"Gujarat","Kheda","Cereals","Kharif","1.23","3.08","2500.00"
"Gujarat","Kheda","Cereals","Rabi","0.53","1.47","2742.00"
"Gujarat","Kheda","Cereals","Summer","0.44","1.22","2768.00"
"Gujarat","Kheda","Cereals","Total","2.21","5.77","2612.00"
"Gujarat","Kheda","Tur","Kharif","0.00","0.00","1162.00"
"Gujarat","Kheda","Tur","Total","0.00","0.00","1162.00"
"Gujarat","Kheda","Gram","Rabi","0.02","0.03","1988.00"
"Gujarat","Kheda","Gram","Total","0.02","0.03","1988.00"
"Gujarat","Kheda","Urad","Kharif","0.00","0.00","570.00"
"Gujarat","Kheda","Urad","Total","0.00","0.00","570.00"
"Gujarat","Kheda","Moong","Kharif","0.00","0.00","497.00"
"Gujarat","Kheda","Moong","Summer","0.00","0.00","1201.00"
"Gujarat","Kheda","Moong","Total","0.00","0.00","1055.00"
"Gujarat","Kheda","Other Pulses","Kharif","0.00","0.00","686.00"
"Gujarat","Kheda","Other Pulses","Rabi","0.00","0.00","735.00"
"Gujarat","Kheda","Other Pulses","Total","0.00","0.00","699.00"
"Gujarat","Kheda","Total Pulses","Total","0.03","0.04","1585.00"
